Cocktail Name,Ingredients,Directions,Popularity Rank,Cocktail Image URL,Cocktail Image Path,Ingredient Name,Ingredient Image URL,Ingredient Image Path
Acapulco,"Light rum, Triple sec, Lime juice, Sugar, Egg white, Mint",Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,https://www.thecocktaildb.com/images/media/drink/il9e0r1582478841.jpg,/Users/yam/git-projects/pourify/Cocktail_Acapulco.jpg,Mint,https://www.thecocktaildb.com/images/ingredients/mint.png,/Users/yam/git-projects/pourify/Ingredient_Mint.jpg
Affinity,"Scotch, Sweet Vermouth, Dry Vermouth, Orange bitters","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/wzdtnn1582477684.jpg,/Users/yam/git-projects/pourify/Cocktail_Affinity.jpg,Scotch,https://www.thecocktaildb.com/images/ingredients/scotch.png,/Users/yam/git-projects/pourify/Ingredient_Scotch.jpg
Affinity,"Scotch, Sweet Vermouth, Dry Vermouth, Orange bitters","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/wzdtnn1582477684.jpg,/Users/yam/git-projects/pourify/Cocktail_Affinity.jpg,Sweet Vermouth,https://www.thecocktaildb.com/images/ingredients/sweet vermouth.png,/Users/yam/git-projects/pourify/Ingredient_Sweet Vermouth.jpg
Affinity,"Scotch, Sweet Vermouth, Dry Vermouth, Orange bitters","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/wzdtnn1582477684.jpg,/Users/yam/git-projects/pourify/Cocktail_Affinity.jpg,Dry Vermouth,https://www.thecocktaildb.com/images/ingredients/dry vermouth.png,/Users/yam/git-projects/pourify/Ingredient_Dry Vermouth.jpg
Affinity,"Scotch, Sweet Vermouth, Dry Vermouth, Orange bitters","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/wzdtnn1582477684.jpg,/Users/yam/git-projects/pourify/Cocktail_Affinity.jpg,Orange bitters,https://www.thecocktaildb.com/images/ingredients/orange bitters.png,/Users/yam/git-projects/pourify/Ingredient_Orange bitters.jpg
Applecar,"Applejack, Triple sec, Lemon juice","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,/Users/yam/git-projects/pourify/Cocktail_Applecar.jpg,Applejack,https://www.thecocktaildb.com/images/ingredients/applejack.png,/Users/yam/git-projects/pourify/Ingredient_Applejack.jpg
Applecar,"Applejack, Triple sec, Lemon juice","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,/Users/yam/git-projects/pourify/Cocktail_Applecar.jpg,Triple sec,https://www.thecocktaildb.com/images/ingredients/triple sec.png,/Users/yam/git-projects/pourify/Ingredient_Triple sec.jpg
Applecar,"Applejack, Triple sec, Lemon juice","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,/Users/yam/git-projects/pourify/Cocktail_Applecar.jpg,Lemon juice,https://www.thecocktaildb.com/images/ingredients/lemon juice.png,/Users/yam/git-projects/pourify/Ingredient_Lemon juice.jpg
Aviation,"Gin, lemon juice, maraschino liqueur",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,https://www.thecocktaildb.com/images/media/drink/trbplb1606855233.jpg,/Users/yam/git-projects/pourify/Cocktail_Aviation.jpg,Gin,https://www.thecocktaildb.com/images/ingredients/gin.png,/Users/yam/git-projects/pourify/Ingredient_Gin.jpg
Aviation,"Gin, lemon juice, maraschino liqueur",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,https://www.thecocktaildb.com/images/media/drink/trbplb1606855233.jpg,/Users/yam/git-projects/pourify/Cocktail_Aviation.jpg,lemon juice,https://www.thecocktaildb.com/images/ingredients/lemon juice.png,/Users/yam/git-projects/pourify/Ingredient_lemon juice.jpg
Aviation,"Gin, lemon juice, maraschino liqueur",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,https://www.thecocktaildb.com/images/media/drink/trbplb1606855233.jpg,/Users/yam/git-projects/pourify/Cocktail_Aviation.jpg,maraschino liqueur,https://www.thecocktaildb.com/images/ingredients/maraschino liqueur.png,/Users/yam/git-projects/pourify/Ingredient_maraschino liqueur.jpg
Adam Bomb,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,/Users/yam/git-projects/pourify/Cocktail_Adam Bomb.jpg,Rum,https://www.thecocktaildb.com/images/ingredients/rum.png,/Users/yam/git-projects/pourify/Ingredient_Rum.jpg
Adam Bomb,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,/Users/yam/git-projects/pourify/Cocktail_Adam Bomb.jpg,Vodka,https://www.thecocktaildb.com/images/ingredients/vodka.png,/Users/yam/git-projects/pourify/Ingredient_Vodka.jpg
Adam Bomb,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,/Users/yam/git-projects/pourify/Cocktail_Adam Bomb.jpg,Tequila,https://www.thecocktaildb.com/images/ingredients/tequila.png,/Users/yam/git-projects/pourify/Ingredient_Tequila.jpg
Adam Bomb,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,/Users/yam/git-projects/pourify/Cocktail_Adam Bomb.jpg,Triple sec,https://www.thecocktaildb.com/images/ingredients/triple sec.png,/Users/yam/git-projects/pourify/Ingredient_Triple sec.jpg
Adam Bomb,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,/Users/yam/git-projects/pourify/Cocktail_Adam Bomb.jpg,Fruit,https://www.thecocktaildb.com/images/ingredients/fruit.png,/Users/yam/git-projects/pourify/Ingredient_Fruit.jpg
Adam Bomb,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,/Users/yam/git-projects/pourify/Cocktail_Adam Bomb.jpg,Ice,https://www.thecocktaildb.com/images/ingredients/ice.png,/Users/yam/git-projects/pourify/Ingredient_Ice.jpg
Adam Bomb,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,/Users/yam/git-projects/pourify/Cocktail_Adam Bomb.jpg,Salt,https://www.thecocktaildb.com/images/ingredients/salt.png,/Users/yam/git-projects/pourify/Ingredient_Salt.jpg
Adam Bomb,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,/Users/yam/git-projects/pourify/Cocktail_Adam Bomb.jpg,Fruit juice,https://www.thecocktaildb.com/images/ingredients/fruit juice.png,/Users/yam/git-projects/pourify/Ingredient_Fruit juice.jpg
Addington,"Sweet Vermouth, Dry Vermouth, Soda Water",Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,https://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,/Users/yam/git-projects/pourify/Cocktail_Addington.jpg,Sweet Vermouth,https://www.thecocktaildb.com/images/ingredients/sweet vermouth.png,/Users/yam/git-projects/pourify/Ingredient_Sweet Vermouth.jpg
Addington,"Sweet Vermouth, Dry Vermouth, Soda Water",Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,https://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,/Users/yam/git-projects/pourify/Cocktail_Addington.jpg,Dry Vermouth,https://www.thecocktaildb.com/images/ingredients/dry vermouth.png,/Users/yam/git-projects/pourify/Ingredient_Dry Vermouth.jpg
Addington,"Sweet Vermouth, Dry Vermouth, Soda Water",Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,https://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,/Users/yam/git-projects/pourify/Cocktail_Addington.jpg,Soda Water,https://www.thecocktaildb.com/images/ingredients/soda water.png,/Users/yam/git-projects/pourify/Ingredient_Soda Water.jpg
After sex,"Vodka, Creme de Banane, Orange juice",Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,https://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,/Users/yam/git-projects/pourify/Cocktail_After sex.jpg,Vodka,https://www.thecocktaildb.com/images/ingredients/vodka.png,/Users/yam/git-projects/pourify/Ingredient_Vodka.jpg
After sex,"Vodka, Creme de Banane, Orange juice",Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,https://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,/Users/yam/git-projects/pourify/Cocktail_After sex.jpg,Creme de Banane,https://www.thecocktaildb.com/images/ingredients/creme de banane.png,/Users/yam/git-projects/pourify/Ingredient_Creme de Banane.jpg
After sex,"Vodka, Creme de Banane, Orange juice",Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,https://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,/Users/yam/git-projects/pourify/Cocktail_After sex.jpg,Orange juice,https://www.thecocktaildb.com/images/ingredients/orange juice.png,/Users/yam/git-projects/pourify/Ingredient_Orange juice.jpg
Afterglow,"Grenadine, Orange juice, Pineapple juice",Mix. Serve over ice.,Mix. Serve over ice.,https://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,/Users/yam/git-projects/pourify/Cocktail_Afterglow.jpg,Grenadine,https://www.thecocktaildb.com/images/ingredients/grenadine.png,/Users/yam/git-projects/pourify/Ingredient_Grenadine.jpg
Afterglow,"Grenadine, Orange juice, Pineapple juice",Mix. Serve over ice.,Mix. Serve over ice.,https://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,/Users/yam/git-projects/pourify/Cocktail_Afterglow.jpg,Orange juice,https://www.thecocktaildb.com/images/ingredients/orange juice.png,/Users/yam/git-projects/pourify/Ingredient_Orange juice.jpg
Afterglow,"Grenadine, Orange juice, Pineapple juice",Mix. Serve over ice.,Mix. Serve over ice.,https://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,/Users/yam/git-projects/pourify/Cocktail_Afterglow.jpg,Pineapple juice,https://www.thecocktaildb.com/images/ingredients/pineapple juice.png,/Users/yam/git-projects/pourify/Ingredient_Pineapple juice.jpg
Afternoon,"Kahlua, Baileys irish cream, Frangelico, Coffee, Cream","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,/Users/yam/git-projects/pourify/Cocktail_Afternoon.jpg,Kahlua,https://www.thecocktaildb.com/images/ingredients/kahlua.png,/Users/yam/git-projects/pourify/Ingredient_Kahlua.jpg
Afternoon,"Kahlua, Baileys irish cream, Frangelico, Coffee, Cream","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,/Users/yam/git-projects/pourify/Cocktail_Afternoon.jpg,Baileys irish cream,https://www.thecocktaildb.com/images/ingredients/baileys irish cream.png,/Users/yam/git-projects/pourify/Ingredient_Baileys irish cream.jpg
Afternoon,"Kahlua, Baileys irish cream, Frangelico, Coffee, Cream","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,/Users/yam/git-projects/pourify/Cocktail_Afternoon.jpg,Frangelico,https://www.thecocktaildb.com/images/ingredients/frangelico.png,/Users/yam/git-projects/pourify/Ingredient_Frangelico.jpg
Afternoon,"Kahlua, Baileys irish cream, Frangelico, Coffee, Cream","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,/Users/yam/git-projects/pourify/Cocktail_Afternoon.jpg,Coffee,https://www.thecocktaildb.com/images/ingredients/coffee.png,/Users/yam/git-projects/pourify/Ingredient_Coffee.jpg
Afternoon,"Kahlua, Baileys irish cream, Frangelico, Coffee, Cream","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",https://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,/Users/yam/git-projects/pourify/Cocktail_Afternoon.jpg,Cream,https://www.thecocktaildb.com/images/ingredients/cream.png,/Users/yam/git-projects/pourify/Ingredient_Cream.jpg
Alexander,"Gin, Creme de Cacao, Light cream, Nutmeg",Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/0clus51606772388.jpg,/Users/yam/git-projects/pourify/Cocktail_Alexander.jpg,Gin,https://www.thecocktaildb.com/images/ingredients/gin.png,/Users/yam/git-projects/pourify/Ingredient_Gin.jpg
Alexander,"Gin, Creme de Cacao, Light cream, Nutmeg",Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/0clus51606772388.jpg,/Users/yam/git-projects/pourify/Cocktail_Alexander.jpg,Creme de Cacao,https://www.thecocktaildb.com/images/ingredients/creme de cacao.png,/Users/yam/git-projects/pourify/Ingredient_Creme de Cacao.jpg
Alexander,"Gin, Creme de Cacao, Light cream, Nutmeg",Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/0clus51606772388.jpg,/Users/yam/git-projects/pourify/Cocktail_Alexander.jpg,Light cream,https://www.thecocktaildb.com/images/ingredients/light cream.png,/Users/yam/git-projects/pourify/Ingredient_Light cream.jpg
Alexander,"Gin, Creme de Cacao, Light cream, Nutmeg",Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/0clus51606772388.jpg,/Users/yam/git-projects/pourify/Cocktail_Alexander.jpg,Nutmeg,https://www.thecocktaildb.com/images/ingredients/nutmeg.png,/Users/yam/git-projects/pourify/Ingredient_Nutmeg.jpg
Algonquin,"Blended whiskey, Dry Vermouth, Pineapple juice","Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.","Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,/Users/yam/git-projects/pourify/Cocktail_Algonquin.jpg,Blended whiskey,https://www.thecocktaildb.com/images/ingredients/blended whiskey.png,/Users/yam/git-projects/pourify/Ingredient_Blended whiskey.jpg
Algonquin,"Blended whiskey, Dry Vermouth, Pineapple juice","Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.","Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,/Users/yam/git-projects/pourify/Cocktail_Algonquin.jpg,Dry Vermouth,https://www.thecocktaildb.com/images/ingredients/dry vermouth.png,/Users/yam/git-projects/pourify/Ingredient_Dry Vermouth.jpg
Algonquin,"Blended whiskey, Dry Vermouth, Pineapple juice","Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.","Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,/Users/yam/git-projects/pourify/Cocktail_Algonquin.jpg,Pineapple juice,https://www.thecocktaildb.com/images/ingredients/pineapple juice.png,/Users/yam/git-projects/pourify/Ingredient_Pineapple juice.jpg
Allegheny,"Dry Vermouth, Bourbon, Blackberry brandy, Lemon juice, Lemon peel",Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,/Users/yam/git-projects/pourify/Cocktail_Allegheny.jpg,Dry Vermouth,https://www.thecocktaildb.com/images/ingredients/dry vermouth.png,/Users/yam/git-projects/pourify/Ingredient_Dry Vermouth.jpg
Allegheny,"Dry Vermouth, Bourbon, Blackberry brandy, Lemon juice, Lemon peel",Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,/Users/yam/git-projects/pourify/Cocktail_Allegheny.jpg,Bourbon,https://www.thecocktaildb.com/images/ingredients/bourbon.png,/Users/yam/git-projects/pourify/Ingredient_Bourbon.jpg
Allegheny,"Dry Vermouth, Bourbon, Blackberry brandy, Lemon juice, Lemon peel",Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,/Users/yam/git-projects/pourify/Cocktail_Allegheny.jpg,Blackberry brandy,https://www.thecocktaildb.com/images/ingredients/blackberry brandy.png,/Users/yam/git-projects/pourify/Ingredient_Blackberry brandy.jpg
Allegheny,"Dry Vermouth, Bourbon, Blackberry brandy, Lemon juice, Lemon peel",Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,/Users/yam/git-projects/pourify/Cocktail_Allegheny.jpg,Lemon juice,https://www.thecocktaildb.com/images/ingredients/lemon juice.png,/Users/yam/git-projects/pourify/Ingredient_Lemon juice.jpg
Allegheny,"Dry Vermouth, Bourbon, Blackberry brandy, Lemon juice, Lemon peel",Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,/Users/yam/git-projects/pourify/Cocktail_Allegheny.jpg,Lemon peel,https://www.thecocktaildb.com/images/ingredients/lemon peel.png,/Users/yam/git-projects/pourify/Ingredient_Lemon peel.jpg
